time,year,FIN,SWE,NOR,DEN,BAL
30.01.2018 18:00 - 30.01.2018 19:00,2018,12466,21829,20845,5363,4099
30.01.2018 19:00 - 30.01.2018 20:00,2018,12247,21012,20480,5002,3990
30.01.2018 20:00 - 30.01.2018 21:00,2018,11624,20542,20205,4677,3736
30.01.2018 21:00 - 30.01.2018 22:00,2018,11605,19574,19732,4412,3395
30.01.2018 22:00 - 30.01.2018 23:00,2018,11386,18322,18789,4104,3071
30.01.2018 23:00 - 31.01.2018 00:00,2018,10933,17188,17893,3746,2849
31.01.2018 00:00 - 31.01.2018 01:00,2018,10608,16463,16920,3500,2778
31.01.2018 01:00 - 31.01.2018 02:00,2018,10437,16314,16937,3301,2700
31.01.2018 02:00 - 31.01.2018 03:00,2018,10380,16133,16702,3275,2673
31.01.2018 03:00 - 31.01.2018 04:00,2018,10468,16033,16750,3310,2687
31.01.2018 04:00 - 31.01.2018 05:00,2018,10920,16580,16871,3382,2838
31.01.2018 05:00 - 31.01.2018 06:00,2018,11739,17296,17410,3683,3298
31.01.2018 06:00 - 31.01.2018 07:00,2018,12225,19312,18562,4221,3792
31.01.2018 07:00 - 31.01.2018 08:00,2018,12393,21142,20145,4917,4123
31.01.2018 08:00 - 31.01.2018 09:00,2018,12272,21126,20628,5065,4261
31.01.2018 09:00 - 31.01.2018 10:00,2018,12256,20907,20466,5027,4258
31.01.2018 10:00 - 31.01.2018 11:00,2018,12128,21055,20439,5125,4251
31.01.2018 11:00 - 31.01.2018 12:00,2018,12066,20965,20366,5092,4163
31.01.2018 12:00 - 31.01.2018 13:00,2018,11995,20928,20382,5020,4210
31.01.2018 13:00 - 31.01.2018 14:00,2018,11991,21010,20418,5046,4179
31.01.2018 14:00 - 31.01.2018 15:00,2018,11960,20992,20363,4923,4178
31.01.2018 15:00 - 31.01.2018 16:00,2018,12106,21334,20443,4818,4158
31.01.2018 16:00 - 31.01.2018 17:00,2018,12379,21716,20700,4845,4210
31.01.2018 17:00 - 31.01.2018 18:00,2018,12506,22109,20848,5240,4198
31.01.2018 18:00 - 31.01.2018 19:00,2018,12567,21617,20624,5075,4129
31.01.2018 19:00 - 31.01.2018 20:00,2018,12310,20777,20445,4730,4007
31.01.2018 20:00 - 31.01.2018 21:00,2018,11753,20091,20033,4435,3765
31.01.2018 21:00 - 31.01.2018 22:00,2018,11761,18961,19443,4163,3422
31.01.2018 22:00 - 31.01.2018 23:00,2018,11556,17797,18815,3867,3098
31.01.2018 23:00 - 01.02.2018 00:00,2018,11058,17044,17961,3521,2814
01.02.2018 00:00 - 01.02.2018 01:00,2018,10734,16261,17389,3314,2799
01.02.2018 01:00 - 01.02.2018 02:00,2018,10572,16074,16953,3199,2722
01.02.2018 02:00 - 01.02.2018 03:00,2018,10519,15951,16859,3159,2718
01.02.2018 03:00 - 01.02.2018 04:00,2018,10558,15865,16862,3212,2730
01.02.2018 04:00 - 01.02.2018 05:00,2018,11021,16255,16963,3272,2869
01.02.2018 05:00 - 01.02.2018 06:00,2018,11907,17114,17424,3516,3279
01.02.2018 06:00 - 01.02.2018 07:00,2018,12361,19239,18852,4157,3806
01.02.2018 07:00 - 01.02.2018 08:00,2018,12522,20756,20571,4897,4106
01.02.2018 08:00 - 01.02.2018 09:00,2018,12422,20977,20907,5001,4241
01.02.2018 09:00 - 01.02.2018 10:00,2018,12460,20996,20687,5056,4221
01.02.2018 10:00 - 01.02.2018 11:00,2018,12625,21086,20656,5102,4203
01.02.2018 11:00 - 01.02.2018 12:00,2018,12586,21099,20478,4993,4131
01.02.2018 12:00 - 01.02.2018 13:00,2018,12473,21153,20288,4892,4221
01.02.2018 13:00 - 01.02.2018 14:00,2018,12387,20581,19998,4925,4176
01.02.2018 14:00 - 01.02.2018 15:00,2018,12353,20734,20101,4876,4162
01.02.2018 15:00 - 01.02.2018 16:00,2018,12407,21052,20134,4743,4126
01.02.2018 16:00 - 01.02.2018 17:00,2018,12724,21412,20511,4819,4185
01.02.2018 17:00 - 01.02.2018 18:00,2018,12701,21919,20810,5228,4184
01.02.2018 18:00 - 01.02.2018 19:00,2018,12712,21797,20733,5054,4069
01.02.2018 19:00 - 01.02.2018 20:00,2018,12419,21153,20523,4771,3971
01.02.2018 20:00 - 01.02.2018 21:00,2018,11840,20194,20183,4461,3744
01.02.2018 21:00 - 01.02.2018 22:00,2018,11939,19141,19780,4168,3382
01.02.2018 22:00 - 01.02.2018 23:00,2018,11657,18316,19332,3833,3078
01.02.2018 23:00 - 02.02.2018 00:00,2018,11202,17357,18493,3495,2869
02.02.2018 00:00 - 02.02.2018 01:00,2018,10920,16901,17962,3358,2787
02.02.2018 01:00 - 02.02.2018 02:00,2018,10684,16574,17713,3266,2722
02.02.2018 02:00 - 02.02.2018 03:00,2018,10617,16366,17728,3230,2706
02.02.2018 03:00 - 02.02.2018 04:00,2018,10653,16431,17824,3264,2720
02.02.2018 04:00 - 02.02.2018 05:00,2018,10879,16907,18010,3293,2864
02.02.2018 05:00 - 02.02.2018 06:00,2018,11475,18071,18663,3552,3290
02.02.2018 06:00 - 02.02.2018 07:00,2018,11813,19985,20227,4222,3791
02.02.2018 07:00 - 02.02.2018 08:00,2018,11913,21710,22036,4933,4127
02.02.2018 08:00 - 02.02.2018 09:00,2018,11824,22298,22542,5150,4251
02.02.2018 09:00 - 02.02.2018 10:00,2018,11868,22511,22539,5139,4254
02.02.2018 10:00 - 02.02.2018 11:00,2018,11903,22684,22536,5192,4250
02.02.2018 11:00 - 02.02.2018 12:00,2018,11802,22598,22232,5152,4164
02.02.2018 12:00 - 02.02.2018 13:00,2018,11702,22373,21809,4980,4208
02.02.2018 13:00 - 02.02.2018 14:00,2018,11611,22091,21505,4909,4168
02.02.2018 14:00 - 02.02.2018 15:00,2018,11597,21821,21380,4727,4126
02.02.2018 15:00 - 02.02.2018 16:00,2018,11610,21798,21245,4618,4109
02.02.2018 16:00 - 02.02.2018 17:00,2018,11976,21778,21400,4740,4192
02.02.2018 17:00 - 02.02.2018 18:00,2018,11925,22744,21925,5175,4187
02.02.2018 18:00 - 02.02.2018 19:00,2018,12035,22481,21983,5056,4079
02.02.2018 19:00 - 02.02.2018 20:00,2018,11840,21961,21885,4686,3951
02.02.2018 20:00 - 02.02.2018 21:00,2018,11286,20986,21364,4336,3738
02.02.2018 21:00 - 02.02.2018 22:00,2018,11494,20272,20735,4082,3415
02.02.2018 22:00 - 02.02.2018 23:00,2018,11283,19297,20462,3820,3123
02.02.2018 23:00 - 03.02.2018 00:00,2018,10864,18687,19784,3566,2870
03.02.2018 00:00 - 03.02.2018 01:00,2018,10515,18309,19277,3380,2782
03.02.2018 01:00 - 03.02.2018 02:00,2018,10325,17897,18859,3259,2672
03.02.2018 02:00 - 03.02.2018 03:00,2018,10251,17769,18729,3201,2640
03.02.2018 03:00 - 03.02.2018 04:00,2018,10258,17734,18736,3201,2653
03.02.2018 04:00 - 03.02.2018 05:00,2018,10365,17737,18757,3226,2718
03.02.2018 05:00 - 03.02.2018 06:00,2018,10869,17925,18901,3295,2873
03.02.2018 06:00 - 03.02.2018 07:00,2018,11114,18647,19213,3483,3150
03.02.2018 07:00 - 03.02.2018 08:00,2018,11328,19315,19925,3808,3322
03.02.2018 08:00 - 03.02.2018 09:00,2018,11530,20080,20573,4177,3512
03.02.2018 09:00 - 03.02.2018 10:00,2018,11720,20775,21241,4425,3629
03.02.2018 10:00 - 03.02.2018 11:00,2018,11717,21354,21577,4536,3664
03.02.2018 11:00 - 03.02.2018 12:00,2018,11685,21413,21361,4543,3640
03.02.2018 12:00 - 03.02.2018 13:00,2018,11711,21214,21096,4491,3622
03.02.2018 13:00 - 03.02.2018 14:00,2018,11677,20933,20805,4442,3586
03.02.2018 14:00 - 03.02.2018 15:00,2018,11736,20675,20652,4422,3560
03.02.2018 15:00 - 03.02.2018 16:00,2018,11921,20598,20696,4399,3617
03.02.2018 16:00 - 03.02.2018 17:00,2018,12554,21179,21071,4522,3799
03.02.2018 17:00 - 03.02.2018 18:00,2018,12777,21677,21628,4964,3830
03.02.2018 18:00 - 03.02.2018 19:00,2018,12701,21271,21780,4905,3747
03.02.2018 19:00 - 03.02.2018 20:00,2018,12382,20775,21637,4540,3623
03.02.2018 20:00 - 03.02.2018 21:00,2018,11957,20182,21183,4256,3449
03.02.2018 21:00 - 03.02.2018 22:00,2018,12190,19624,20748,4020,3208
03.02.2018 22:00 - 03.02.2018 23:00,2018,12123,18840,20256,3786,2984
03.02.2018 23:00 - 04.02.2018 00:00,2018,11732,18628,19818,3523,2783
04.02.2018 00:00 - 04.02.2018 01:00,2018,11418,18026,19428,3292,2671
04.02.2018 01:00 - 04.02.2018 02:00,2018,11278,17808,19128,3154,2589
04.02.2018 02:00 - 04.02.2018 03:00,2018,11226,17488,19067,3102,2557
04.02.2018 03:00 - 04.02.2018 04:00,2018,11216,17523,19008,3115,2561
04.02.2018 04:00 - 04.02.2018 05:00,2018,11352,17668,19048,3129,2625
04.02.2018 05:00 - 04.02.2018 06:00,2018,11616,17769,19231,3161,2754
04.02.2018 06:00 - 04.02.2018 07:00,2018,11600,18257,19592,3266,2956
04.02.2018 07:00 - 04.02.2018 08:00,2018,11687,18799,19862,3563,3125
04.02.2018 08:00 - 04.02.2018 09:00,2018,11934,19473,20417,3867,3328
04.02.2018 09:00 - 04.02.2018 10:00,2018,12183,20180,20777,4116,3479
04.02.2018 10:00 - 04.02.2018 11:00,2018,12224,20587,20646,4234,3539
04.02.2018 11:00 - 04.02.2018 12:00,2018,12081,20796,20604,4204,3490
04.02.2018 12:00 - 04.02.2018 13:00,2018,11947,20525,20270,4160,3528
04.02.2018 13:00 - 04.02.2018 14:00,2018,11825,20242,20113,4132,3503
04.02.2018 14:00 - 04.02.2018 15:00,2018,11869,20182,20164,4161,3506
04.02.2018 15:00 - 04.02.2018 16:00,2018,12000,20455,20429,4171,3600
04.02.2018 16:00 - 04.02.2018 17:00,2018,12531,21352,20916,4311,3782
04.02.2018 17:00 - 04.02.2018 18:00,2018,12789,22578,21497,4878,3844
04.02.2018 18:00 - 04.02.2018 19:00,2018,12787,22571,21580,4896,3801
04.02.2018 19:00 - 04.02.2018 20:00,2018,12542,22351,21597,4587,3710
04.02.2018 20:00 - 04.02.2018 21:00,2018,12115,21745,21482,4295,3532
04.02.2018 21:00 - 04.02.2018 22:00,2018,12403,21093,21057,4054,3238
04.02.2018 22:00 - 04.02.2018 23:00,2018,12370,20256,20549,3816,2977
04.02.2018 23:00 - 05.02.2018 00:00,2018,12016,19582,20004,3589,2810
05.02.2018 00:00 - 05.02.2018 01:00,2018,11738,19241,19331,3405,2664
05.02.2018 01:00 - 05.02.2018 02:00,2018,11578,19108,19087,3374,2605
05.02.2018 02:00 - 05.02.2018 03:00,2018,11523,19086,18868,3340,2604
05.02.2018 03:00 - 05.02.2018 04:00,2018,11617,19211,18859,3355,2650
05.02.2018 04:00 - 05.02.2018 05:00,2018,12113,19761,18629,3468,2795
05.02.2018 05:00 - 05.02.2018 06:00,2018,13083,20902,19187,3737,3282
05.02.2018 06:00 - 05.02.2018 07:00,2018,13583,23049,20621,4427,3810
05.02.2018 07:00 - 05.02.2018 08:00,2018,13548,24884,22342,5108,4109
05.02.2018 08:00 - 05.02.2018 09:00,2018,13536,24827,22660,5321,4237
05.02.2018 09:00 - 05.02.2018 10:00,2018,13492,24662,22757,5335,4265
05.02.2018 10:00 - 05.02.2018 11:00,2018,13410,24606,22830,5325,4275
05.02.2018 11:00 - 05.02.2018 12:00,2018,13225,24113,22478,5223,4203
05.02.2018 12:00 - 05.02.2018 13:00,2018,13011,23521,22331,5082,4249
05.02.2018 13:00 - 05.02.2018 14:00,2018,12906,22818,22098,5087,4226
05.02.2018 14:00 - 05.02.2018 15:00,2018,12828,22667,22233,5029,4205
05.02.2018 15:00 - 05.02.2018 16:00,2018,12801,23101,22292,4911,4177
05.02.2018 16:00 - 05.02.2018 17:00,2018,13195,23463,22392,4985,4248
05.02.2018 17:00 - 05.02.2018 18:00,2018,13278,24359,22497,5566,4247
05.02.2018 18:00 - 05.02.2018 19:00,2018,13286,24263,22283,5516,4129
05.02.2018 19:00 - 05.02.2018 20:00,2018,13126,24036,22065,5176,3989
05.02.2018 20:00 - 05.02.2018 21:00,2018,12617,23530,21731,4847,3754
05.02.2018 21:00 - 05.02.2018 22:00,2018,12779,22749,21331,4514,3422
05.02.2018 22:00 - 05.02.2018 23:00,2018,12597,21865,20546,4208,3133
05.02.2018 23:00 - 06.02.2018 00:00,2018,12170,21028,19577,3892,2905
06.02.2018 00:00 - 06.02.2018 01:00,2018,11873,19943,18774,3690,2815
06.02.2018 01:00 - 06.02.2018 02:00,2018,11669,19717,18311,3602,2745
06.02.2018 02:00 - 06.02.2018 03:00,2018,11607,19612,18398,3565,2711
06.02.2018 03:00 - 06.02.2018 04:00,2018,11719,19659,18414,3575,2742
06.02.2018 04:00 - 06.02.2018 05:00,2018,12129,19870,18731,3655,2867
06.02.2018 05:00 - 06.02.2018 06:00,2018,13011,20918,19282,3917,3268
06.02.2018 06:00 - 06.02.2018 07:00,2018,13452,23007,20703,4569,3673
06.02.2018 07:00 - 06.02.2018 08:00,2018,13327,24443,22420,5252,3964
06.02.2018 08:00 - 06.02.2018 09:00,2018,13234,24271,22670,5414,4091
06.02.2018 09:00 - 06.02.2018 10:00,2018,13149,24061,22432,5448,4149
06.02.2018 10:00 - 06.02.2018 11:00,2018,13166,23860,22393,5460,4123
06.02.2018 11:00 - 06.02.2018 12:00,2018,13186,23723,22086,5373,4042
06.02.2018 12:00 - 06.02.2018 13:00,2018,13165,23308,21969,5238,4087
06.02.2018 13:00 - 06.02.2018 14:00,2018,13181,23190,21847,7731,4068
06.02.2018 14:00 - 06.02.2018 15:00,2018,13133,23346,21838,5583,4034
06.02.2018 15:00 - 06.02.2018 16:00,2018,13100,23384,22012,5116,4020
06.02.2018 16:00 - 06.02.2018 17:00,2018,13378,23564,22082,5157,4126
06.02.2018 17:00 - 06.02.2018 18:00,2018,13440,24286,22289,5668,4143
06.02.2018 18:00 - 06.02.2018 19:00,2018,13377,24160,22088,5593,4039
06.02.2018 19:00 - 06.02.2018 20:00,2018,13173,23637,21913,5241,3917
06.02.2018 20:00 - 06.02.2018 21:00,2018,12510,23014,21707,4930,3718
06.02.2018 21:00 - 06.02.2018 22:00,2018,12552,22186,21227,4606,3418
06.02.2018 22:00 - 06.02.2018 23:00,2018,12250,20752,20312,4244,3113
06.02.2018 23:00 - 07.02.2018 00:00,2018,11757,19889,19406,3911,2898
07.02.2018 00:00 - 07.02.2018 01:00,2018,11438,18981,18962,3684,2774
07.02.2018 01:00 - 07.02.2018 02:00,2018,11214,18810,18502,3591,2701
07.02.2018 02:00 - 07.02.2018 03:00,2018,11217,18866,18372,3546,2682
07.02.2018 03:00 - 07.02.2018 04:00,2018,11312,18937,18357,3572,2717
07.02.2018 04:00 - 07.02.2018 05:00,2018,11691,19182,18483,3646,2833
07.02.2018 05:00 - 07.02.2018 06:00,2018,12542,20131,18940,3889,3206
07.02.2018 06:00 - 07.02.2018 07:00,2018,12906,22581,20358,4570,3619
07.02.2018 07:00 - 07.02.2018 08:00,2018,12841,24023,22107,5256,3867
07.02.2018 08:00 - 07.02.2018 09:00,2018,12875,24012,22559,5384,4007
07.02.2018 09:00 - 07.02.2018 10:00,2018,12850,24001,22582,5338,4061
07.02.2018 10:00 - 07.02.2018 11:00,2018,12818,23785,22386,5391,4053
07.02.2018 11:00 - 07.02.2018 12:00,2018,12759,23461,22103,5338,3991
07.02.2018 12:00 - 07.02.2018 13:00,2018,12749,22709,21789,5242,4034
07.02.2018 13:00 - 07.02.2018 14:00,2018,12760,22817,21527,5220,3991
07.02.2018 14:00 - 07.02.2018 15:00,2018,12774,22593,21613,5116,3987
07.02.2018 15:00 - 07.02.2018 16:00,2018,12775,22664,21645,4974,3986
07.02.2018 16:00 - 07.02.2018 17:00,2018,13196,23064,21782,5004,4124
07.02.2018 17:00 - 07.02.2018 18:00,2018,13328,23917,22049,5518,4162
07.02.2018 18:00 - 07.02.2018 19:00,2018,13392,23720,22008,5488,4054
07.02.2018 19:00 - 07.02.2018 20:00,2018,13149,22882,21803,5122,3937
07.02.2018 20:00 - 07.02.2018 21:00,2018,12581,22391,21494,4824,3719
07.02.2018 21:00 - 07.02.2018 22:00,2018,12628,21460,20971,4525,3383
07.02.2018 22:00 - 07.02.2018 23:00,2018,12478,20290,20242,4174,3110
07.02.2018 23:00 - 08.02.2018 00:00,2018,11991,19023,19539,3869,2919
08.02.2018 00:00 - 08.02.2018 01:00,2018,11662,18581,19077,3671,2794
08.02.2018 01:00 - 08.02.2018 02:00,2018,11493,18477,18683,3575,2731
08.02.2018 02:00 - 08.02.2018 03:00,2018,11362,18027,18483,3517,2732
08.02.2018 03:00 - 08.02.2018 04:00,2018,11480,18075,18475,3543,2771
08.02.2018 04:00 - 08.02.2018 05:00,2018,11936,18387,18654,3629,2926
08.02.2018 05:00 - 08.02.2018 06:00,2018,12681,19095,19045,3892,3394
08.02.2018 06:00 - 08.02.2018 07:00,2018,13039,21253,20405,4594,3896
08.02.2018 07:00 - 08.02.2018 08:00,2018,13037,22779,21978,5241,4219
08.02.2018 08:00 - 08.02.2018 09:00,2018,12962,22599,22358,5363,4312
08.02.2018 09:00 - 08.02.2018 10:00,2018,12843,22481,22186,5339,4322
08.02.2018 10:00 - 08.02.2018 11:00,2018,12773,22529,21996,5337,4302
08.02.2018 11:00 - 08.02.2018 12:00,2018,12680,22267,21678,5251,4233
08.02.2018 12:00 - 08.02.2018 13:00,2018,12548,22050,21538,5093,4284
08.02.2018 13:00 - 08.02.2018 14:00,2018,12519,21867,21441,5063,4246
08.02.2018 14:00 - 08.02.2018 15:00,2018,12513,21674,21410,4946,4232
08.02.2018 15:00 - 08.02.2018 16:00,2018,12388,21858,21314,4821,4191
08.02.2018 16:00 - 08.02.2018 17:00,2018,12647,21964,21422,4923,4226
08.02.2018 17:00 - 08.02.2018 18:00,2018,12607,22938,21700,5451,4280
08.02.2018 18:00 - 08.02.2018 19:00,2018,12656,22801,21428,5422,4154
08.02.2018 19:00 - 08.02.2018 20:00,2018,12439,22311,21054,5095,4019
08.02.2018 20:00 - 08.02.2018 21:00,2018,11962,21452,20696,4816,3816
08.02.2018 21:00 - 08.02.2018 22:00,2018,12027,20779,20272,4523,3488
08.02.2018 22:00 - 08.02.2018 23:00,2018,11739,19573,19495,4166,3153
08.02.2018 23:00 - 09.02.2018 00:00,2018,11221,18667,18771,3861,2945
09.02.2018 00:00 - 09.02.2018 01:00,2018,10903,18047,18110,3653,2817
09.02.2018 01:00 - 09.02.2018 02:00,2018,10735,17911,17699,3533,2756
09.02.2018 02:00 - 09.02.2018 03:00,2018,10740,17764,17549,3482,2733
09.02.2018 03:00 - 09.02.2018 04:00,2018,10831,17959,17551,3499,2777
09.02.2018 04:00 - 09.02.2018 05:00,2018,11263,18088,17655,3592,2909
09.02.2018 05:00 - 09.02.2018 06:00,2018,12173,18887,18136,3866,3364
09.02.2018 06:00 - 09.02.2018 07:00,2018,12577,21160,19443,4496,3857
09.02.2018 07:00 - 09.02.2018 08:00,2018,12590,22636,21042,5159,4174
09.02.2018 08:00 - 09.02.2018 09:00,2018,12657,22737,21435,5312,4332
09.02.2018 09:00 - 09.02.2018 10:00,2018,12668,22629,21380,5270,4339
09.02.2018 10:00 - 09.02.2018 11:00,2018,12655,22399,21233,5230,4305
09.02.2018 11:00 - 09.02.2018 12:00,2018,12674,21765,20972,5094,4213
09.02.2018 12:00 - 09.02.2018 13:00,2018,12593,21154,20663,4903,4240
09.02.2018 13:00 - 09.02.2018 14:00,2018,12465,20922,20694,4789,4180
09.02.2018 14:00 - 09.02.2018 15:00,2018,12497,20573,20767,4625,4096
09.02.2018 15:00 - 09.02.2018 16:00,2018,12480,20689,20714,4576,4061
09.02.2018 16:00 - 09.02.2018 17:00,2018,12788,21114,20762,4754,4114
09.02.2018 17:00 - 09.02.2018 18:00,2018,12884,21861,21007,5208,4194
09.02.2018 18:00 - 09.02.2018 19:00,2018,12802,21955,20968,5215,4066
09.02.2018 19:00 - 09.02.2018 20:00,2018,12558,21318,20486,4825,3971
09.02.2018 20:00 - 09.02.2018 21:00,2018,11973,20410,20057,4501,3743
09.02.2018 21:00 - 09.02.2018 22:00,2018,11997,19487,19534,4247,3475
09.02.2018 22:00 - 09.02.2018 23:00,2018,11755,18833,18831,3976,3189
09.02.2018 23:00 - 10.02.2018 00:00,2018,11254,18230,18379,3729,2939
10.02.2018 00:00 - 10.02.2018 01:00,2018,10862,17820,17807,3537,2767
10.02.2018 01:00 - 10.02.2018 02:00,2018,10633,17554,17499,3406,2696
10.02.2018 02:00 - 10.02.2018 03:00,2018,10533,17352,17180,3357,2663
10.02.2018 03:00 - 10.02.2018 04:00,2018,10501,17298,17009,3351,2689
10.02.2018 04:00 - 10.02.2018 05:00,2018,10603,17369,17033,3382,2770
10.02.2018 05:00 - 10.02.2018 06:00,2018,10873,17568,17225,3480,3031
10.02.2018 06:00 - 10.02.2018 07:00,2018,11022,18004,17545,3656,3354
10.02.2018 07:00 - 10.02.2018 08:00,2018,11163,18901,18049,3954,3584
10.02.2018 08:00 - 10.02.2018 09:00,2018,11398,19386,18925,4245,3756
10.02.2018 09:00 - 10.02.2018 10:00,2018,11514,20057,19408,4432,3803
10.02.2018 10:00 - 10.02.2018 11:00,2018,11534,20323,19757,4532,3817
10.02.2018 11:00 - 10.02.2018 12:00,2018,11494,20170,19870,4481,3778
10.02.2018 12:00 - 10.02.2018 13:00,2018,11364,20002,19802,4434,3781
10.02.2018 13:00 - 10.02.2018 14:00,2018,11344,20052,19497,4374,3748
10.02.2018 14:00 - 10.02.2018 15:00,2018,11374,19632,19621,4325,3737
10.02.2018 15:00 - 10.02.2018 16:00,2018,11558,19613,19570,4317,3733
10.02.2018 16:00 - 10.02.2018 17:00,2018,12067,20066,19718,4464,3857
10.02.2018 17:00 - 10.02.2018 18:00,2018,12367,20786,20055,4926,3917
10.02.2018 18:00 - 10.02.2018 19:00,2018,12202,20464,20039,4874,3817
10.02.2018 19:00 - 10.02.2018 20:00,2018,11824,19956,19700,4458,3722
10.02.2018 20:00 - 10.02.2018 21:00,2018,11451,19327,19281,4157,3521
10.02.2018 21:00 - 10.02.2018 22:00,2018,11646,18679,18809,3951,3271
10.02.2018 22:00 - 10.02.2018 23:00,2018,11516,17697,18437,3740,3017
10.02.2018 23:00 - 11.02.2018 00:00,2018,11214,17291,17992,3521,2800
11.02.2018 00:00 - 11.02.2018 01:00,2018,10830,16875,17590,3330,2703
11.02.2018 01:00 - 11.02.2018 02:00,2018,10621,16566,17260,3217,2640
11.02.2018 02:00 - 11.02.2018 03:00,2018,10522,16515,17038,3173,2616
11.02.2018 03:00 - 11.02.2018 04:00,2018,10491,16432,16998,3113,2633
11.02.2018 04:00 - 11.02.2018 05:00,2018,10556,16701,17143,3104,2706
11.02.2018 05:00 - 11.02.2018 06:00,2018,10747,16765,17136,3169,2938
11.02.2018 06:00 - 11.02.2018 07:00,2018,10805,17158,17440,3361,3219
11.02.2018 07:00 - 11.02.2018 08:00,2018,10902,17678,17855,3579,3416
11.02.2018 08:00 - 11.02.2018 09:00,2018,11067,18224,18173,3869,3601
11.02.2018 09:00 - 11.02.2018 10:00,2018,11317,18892,18826,4088,3699
11.02.2018 10:00 - 11.02.2018 11:00,2018,11403,19432,19228,4205,3720
11.02.2018 11:00 - 11.02.2018 12:00,2018,11415,19603,19404,4267,3700
11.02.2018 12:00 - 11.02.2018 13:00,2018,11377,19685,19255,4285,3705
11.02.2018 13:00 - 11.02.2018 14:00,2018,11309,19577,19146,4209,3674
11.02.2018 14:00 - 11.02.2018 15:00,2018,11282,19692,19349,4256,3667
11.02.2018 15:00 - 11.02.2018 16:00,2018,11332,19846,19476,4260,3687
11.02.2018 16:00 - 11.02.2018 17:00,2018,11747,20190,19549,4362,3828
11.02.2018 17:00 - 11.02.2018 18:00,2018,11988,21002,19902,4744,3953
11.02.2018 18:00 - 11.02.2018 19:00,2018,11961,21274,19987,4691,3876
11.02.2018 19:00 - 11.02.2018 20:00,2018,11774,20860,19918,4356,3791
11.02.2018 20:00 - 11.02.2018 21:00,2018,11283,20192,19548,4047,3612
11.02.2018 21:00 - 11.02.2018 22:00,2018,11543,19376,19288,3812,3295
11.02.2018 22:00 - 11.02.2018 23:00,2018,11453,18596,18815,3655,2994
11.02.2018 23:00 - 12.02.2018 00:00,2018,11054,17967,18216,3416,2813
12.02.2018 00:00 - 12.02.2018 01:00,2018,10695,17236,17676,3225,2730
12.02.2018 01:00 - 12.02.2018 02:00,2018,10552,17193,17436,3148,2672
12.02.2018 02:00 - 12.02.2018 03:00,2018,10508,17107,17386,3114,2682
12.02.2018 03:00 - 12.02.2018 04:00,2018,10575,17192,17475,3113,2708
12.02.2018 04:00 - 12.02.2018 05:00,2018,10963,17425,17628,3184,2855
12.02.2018 05:00 - 12.02.2018 06:00,2018,11953,18206,18120,3346,3316
12.02.2018 06:00 - 12.02.2018 07:00,2018,12479,20154,19503,3946,3805
12.02.2018 07:00 - 12.02.2018 08:00,2018,12402,21332,21151,4627,4131
12.02.2018 08:00 - 12.02.2018 09:00,2018,12373,21616,21568,4980,4316
12.02.2018 09:00 - 12.02.2018 10:00,2018,12382,21720,21528,5109,4323
12.02.2018 10:00 - 12.02.2018 11:00,2018,12459,21905,21401,5195,4304
12.02.2018 11:00 - 12.02.2018 12:00,2018,12427,21874,21257,5085,4216
12.02.2018 12:00 - 12.02.2018 13:00,2018,12370,21962,21046,4956,4257
12.02.2018 13:00 - 12.02.2018 14:00,2018,12377,21888,20871,4912,4230
12.02.2018 14:00 - 12.02.2018 15:00,2018,12240,21605,20703,4910,4200
12.02.2018 15:00 - 12.02.2018 16:00,2018,12148,21664,20704,4745,4123
12.02.2018 16:00 - 12.02.2018 17:00,2018,12424,21845,20678,4724,4160
12.02.2018 17:00 - 12.02.2018 18:00,2018,12447,22300,21119,5186,4254
12.02.2018 18:00 - 12.02.2018 19:00,2018,12413,22017,21147,5242,4144
12.02.2018 19:00 - 12.02.2018 20:00,2018,12202,21384,20893,4867,4001
12.02.2018 20:00 - 12.02.2018 21:00,2018,11689,20740,20478,4496,3760
12.02.2018 21:00 - 12.02.2018 22:00,2018,11782,19907,20082,4284,3433
12.02.2018 22:00 - 12.02.2018 23:00,2018,11496,18722,19367,3979,3123
12.02.2018 23:00 - 13.02.2018 00:00,2018,10983,17463,18486,3620,2935
13.02.2018 00:00 - 13.02.2018 01:00,2018,10634,17240,18043,3452,2789
13.02.2018 01:00 - 13.02.2018 02:00,2018,10456,16841,17856,3378,2726
13.02.2018 02:00 - 13.02.2018 03:00,2018,10388,16554,17807,3334,2705
13.02.2018 03:00 - 13.02.2018 04:00,2018,10478,16551,17771,3332,2733
13.02.2018 04:00 - 13.02.2018 05:00,2018,10843,16874,17802,3436,2853
13.02.2018 05:00 - 13.02.2018 06:00,2018,11688,17400,18550,3683,3231
13.02.2018 06:00 - 13.02.2018 07:00,2018,12154,19546,20117,4245,3620
13.02.2018 07:00 - 13.02.2018 08:00,2018,12076,21083,21606,4911,3893
13.02.2018 08:00 - 13.02.2018 09:00,2018,12131,21329,21748,5119,4055
13.02.2018 09:00 - 13.02.2018 10:00,2018,12086,21407,21699,5196,4091
13.02.2018 10:00 - 13.02.2018 11:00,2018,12084,21366,21326,5279,4070
13.02.2018 11:00 - 13.02.2018 12:00,2018,12078,21178,20896,5229,4022
13.02.2018 12:00 - 13.02.2018 13:00,2018,11917,20870,20487,5118,4049
13.02.2018 13:00 - 13.02.2018 14:00,2018,11764,20697,20294,5108,4018
